id,titulo,empresa,ubicacion,modalidad,salario_min,salario_max,descripcion,requisitos,url,estado,area
vac_239,Ingeniero Industrial Procesos,Cenit,"Manizales, Caldas",presencial,7161809,7785466,Empresa líder del sector industrial busca ingeniero(a) con sólida formación técnica y capacidad para liderar proyectos de alto impacto. Cenit es una de las organizaciones líderes en su sector en Colombia.,lean six sigma; mejora continua; kpi; comunicación efectiva; resolución de problemas,https://empleos.cenit.com.co/oferta/4517,activa,ingenierias
vac_240,Ingeniero Geólogo,EPM,Remoto - Colombia,presencial,6149569,7324451,Empresa líder del sector industrial busca ingeniero(a) con sólida formación técnica y capacidad para liderar proyectos de alto impacto. EPM es una de las organizaciones líderes en su sector en Colombia.,arcgis; petrología; interpretación geológica; resolución de problemas,https://empleos.epm.com.co/oferta/8909,activa,ingenierias
vac_241,UX Engineer,Perficient,"Bogotá, Cundinamarca",hibrido,10799546,11746605,Buscamos un profesional apasionado por la tecnología que se sume a nuestro equipo de ingeniería para construir productos escalables y de alto impacto. Perficient es una de las organizaciones líderes en su sector en Colombia.,react; figma; design systems; css; comunicación efectiva,https://empleos.perficient.com.co/oferta/9486,activa,tecnologia
vac_242,Abogado de Datos Personales,Lloreda Camacho,"Bogotá, Cundinamarca",hibrido,4115798,6716275,Prestigiosa firma legal busca abogado(a) con sólido criterio jurídico y capacidad para atender clientes corporativos de alto nivel. Lloreda Camacho es una de las organizaciones líderes en su sector en Colombia.,habeas data; GDPR; ley 1581; trabajo en equipo; proactividad,https://empleos.lloreda-camacho.com.co/oferta/8161,activa,derecho
vac_243,Diseñador de Interiores,Arquitectura e Interiores,"Manizales, Caldas",remoto,4903233,7504784,"Reconocido estudio de arquitectura busca profesional creativo, riguroso y apasionado por el diseño para sumarse a proyectos de alto impacto. Arquitectura e Interiores es una de las organizaciones líderes en su sector en Colombia.",sketchup; 3ds max; render; materiales; proactividad; pensamiento crítico,https://empleos.arquitectura-e-interiores.com.co/oferta/2350,activa,arquitectura
vac_244,Instrumentador Quirúrgico,Colmédica,"Barranquilla, Atlántico",presencial,2440716,5081838,Reconocida institución del sector salud busca profesional comprometido con el bienestar del paciente y los más altos estándares de calidad. Colmédica es una de las organizaciones líderes en su sector en Colombia.,quirófano; esterilización; instrumental; resolución de problemas,https://empleos.colmédica.com.co/oferta/6752,activa,salud
vac_245,Ilustrador Digital,Studio Hits,"Medellín, Antioquia",presencial,4589741,6481761,"Estudio de diseño busca creativo con visión integral, capacidad de iterar rápido y obsesión por la calidad para proyectos digitales y físicos. Studio Hits es una de las organizaciones líderes en su sector en Colombia.",illustrator; procreate; branding; comunicación efectiva; orientación al detalle,https://empleos.studio-hits.com.co/oferta/9691,activa,diseno
vac_246,Especialista en Compensación,Acertijo Talento,"Medellín, Antioquia",hibrido,7351925,8698889,Reconocida empresa busca profesional de Recursos Humanos con visión estratégica y foco en la experiencia del colaborador. Acertijo Talento es una de las organizaciones líderes en su sector en Colombia.,benchmarking; mercer; estructuras salariales; resolución de problemas,https://empleos.acertijo-talento.com.co/oferta/6309,activa,recursos_humanos
vac_247,Product Designer,Bancolombia Digital,"Manizales, Caldas",presencial,5327912,6190741,"Estudio de diseño busca creativo con visión integral, capacidad de iterar rápido y obsesión por la calidad para proyectos digitales y físicos. Bancolombia Digital es una de las organizaciones líderes en su sector en Colombia.",figma; design systems; data informed design; pensamiento crítico; proactividad,https://empleos.bancolombia-digital.com.co/oferta/1504,activa,diseno
vac_248,Diseñador Industrial,Designit,"Bogotá, Cundinamarca",hibrido,5795893,6833666,"Estudio de diseño busca creativo con visión integral, capacidad de iterar rápido y obsesión por la calidad para proyectos digitales y físicos. Designit es una de las organizaciones líderes en su sector en Colombia.",solidworks; rhino; prototipado; manufactura; trabajo en equipo,https://empleos.designit.com.co/oferta/5671,inactiva,diseno
vac_249,Supervisor de Obra,ISA,"Medellín, Antioquia",presencial,9361730,10282016,Empresa líder del sector industrial busca ingeniero(a) con sólida formación técnica y capacidad para liderar proyectos de alto impacto. ISA es una de las organizaciones líderes en su sector en Colombia.,lectura de planos; topografía; presupuestos; resolución de problemas,https://empleos.isa.com.co/oferta/9775,activa,ingenierias
vac_250,Odontólogo General,Tecnoquímicas,"Medellín, Antioquia",hibrido,6535300,8390933,Reconocida institución del sector salud busca profesional comprometido con el bienestar del paciente y los más altos estándares de calidad. Tecnoquímicas es una de las organizaciones líderes en su sector en Colombia.,operatoria; endodoncia; ortodoncia básica; comunicación efectiva; pensamiento crítico,https://empleos.tecnoquímicas.com.co/oferta/2118,activa,salud
vac_251,Auxiliar de Farmacia,Compensar,"Bogotá, Cundinamarca",hibrido,5508135,7745347,Reconocida institución del sector salud busca profesional comprometido con el bienestar del paciente y los más altos estándares de calidad. Compensar es una de las organizaciones líderes en su sector en Colombia.,dispensación; inventarios; atención al cliente; resolución de problemas,https://empleos.compensar.com.co/oferta/8043,activa,salud
vac_252,Médico Auditor,Tecnoquímicas,"Medellín, Antioquia",remoto,7269531,8407506,Reconocida institución del sector salud busca profesional comprometido con el bienestar del paciente y los más altos estándares de calidad. Tecnoquímicas es una de las organizaciones líderes en su sector en Colombia.,auditoría clínica; MIPRES; tarifarios; comunicación efectiva,https://empleos.tecnoquímicas.com.co/oferta/9229,activa,salud
vac_253,Ingeniero de Petróleos,Argos,"Medellín, Antioquia",presencial,6981084,9942638,Empresa líder del sector industrial busca ingeniero(a) con sólida formación técnica y capacidad para liderar proyectos de alto impacto. Argos es una de las organizaciones líderes en su sector en Colombia.,geomecánica; yacimientos; schlumberger; comunicación efectiva; resolución de problemas,https://empleos.argos.com.co/oferta/2480,inactiva,ingenierias
vac_254,Abogado Laboral Senior,DLA Piper Martínez Beltrán,"Bogotá, Cundinamarca",presencial,11397330,13608791,Prestigiosa firma legal busca abogado(a) con sólido criterio jurídico y capacidad para atender clientes corporativos de alto nivel. DLA Piper Martínez Beltrán es una de las organizaciones líderes en su sector en Colombia.,derecho laboral; litigios; negociación colectiva; resolución de problemas,https://empleos.dla-piper-martínez-beltrán.com.co/oferta/2524,activa,derecho
vac_255,Ejecutivo de Cuenta Empresarial,Porvenir,"Medellín, Antioquia",hibrido,6280654,8042033,Reconocida entidad financiera busca profesional con sólido perfil analítico y orientación al cliente para fortalecer nuestro equipo. Porvenir es una de las organizaciones líderes en su sector en Colombia.,productos bancarios; negociación; pensamiento crítico,https://empleos.porvenir.com.co/oferta/1944,activa,economia_finanzas
vac_256,Reservas Hoteleras,Aviatur,"Bogotá, Cundinamarca",remoto,2394084,3543272,Reconocida cadena hotelera / turística busca profesional con vocación de servicio y excelencia para atender huéspedes nacionales e internacionales. Aviatur es una de las organizaciones líderes en su sector en Colombia.,sistemas de reservas; atención telefónica; resolución de problemas; orientación al detalle,https://empleos.aviatur.com.co/oferta/7939,activa,hospitalidad_turismo
vac_257,Auxiliar de Farmacia Senior,Cruz Verde,"Bogotá, Cundinamarca",hibrido,4860677,5911858,Reconocida institución del sector salud busca profesional comprometido con el bienestar del paciente y los más altos estándares de calidad. Cruz Verde es una de las organizaciones líderes en su sector en Colombia.,dispensación; inventarios; atención al cliente; proactividad; pensamiento crítico,https://empleos.cruz-verde.com.co/oferta/3877,activa,salud
vac_258,Ingeniero Ambiental,Mexichem,"Cartagena, Bolívar",presencial,5984186,8146155,Empresa líder del sector industrial busca ingeniero(a) con sólida formación técnica y capacidad para liderar proyectos de alto impacto. Mexichem es una de las organizaciones líderes en su sector en Colombia.,iso 14001; estudios de impacto; matrices; resolución de problemas; comunicación efectiva,https://empleos.mexichem.com.co/oferta/1509,activa,ingenierias
vac_259,Analista de Cobranzas,PwC,"Bogotá, Cundinamarca",presencial,4859075,7361662,Reconocida entidad financiera busca profesional con sólido perfil analítico y orientación al cliente para fortalecer nuestro equipo. PwC es una de las organizaciones líderes en su sector en Colombia.,gestión de mora; negociación; siesa; trabajo en equipo,https://empleos.pwc.com.co/oferta/5272,activa,economia_finanzas
vac_260,Tutor de Programación Online Junior,Pontificia Bolivariana,"Bogotá, Cundinamarca",presencial,6279136,7584464,"Reconocida institución educativa busca docente apasionado por la formación de nuevas generaciones, con visión innovadora y vocación pedagógica. Pontificia Bolivariana es una de las organizaciones líderes en su sector en Colombia.",python; javascript; didáctica digital; trabajo en equipo,https://empleos.pontificia-bolivariana.com.co/oferta/5846,inactiva,educacion
vac_261,Especialista en Email Marketing Semi-Senior,Geometry Global,Remoto - Colombia,hibrido,5884297,8113770,Reconocida agencia / marca busca profesional creativo y data-driven para liderar estrategias de marketing y crecimiento digital. Geometry Global es una de las organizaciones líderes en su sector en Colombia.,mailchimp; hubspot; automatizaciones; trabajo en equipo,https://empleos.geometry-global.com.co/oferta/5990,activa,marketing
vac_262,Químico Farmacéutico,Cruz Verde,"Medellín, Antioquia",presencial,2057170,2942029,Reconocida institución del sector salud busca profesional comprometido con el bienestar del paciente y los más altos estándares de calidad. Cruz Verde es una de las organizaciones líderes en su sector en Colombia.,regulatorio; farmacovigilancia; GMP; pensamiento crítico,https://empleos.cruz-verde.com.co/oferta/7878,activa,salud
vac_263,Psicólogo Clínico,Coomeva,"Barranquilla, Atlántico",hibrido,2806501,3338922,Reconocida institución del sector salud busca profesional comprometido con el bienestar del paciente y los más altos estándares de calidad. Coomeva es una de las organizaciones líderes en su sector en Colombia.,terapia cognitiva; evaluación psicológica; comunicación efectiva; proactividad,https://empleos.coomeva.com.co/oferta/7229,activa,salud
vac_264,Abogado M&A Senior,Procuraduría,"Manizales, Caldas",presencial,7645843,8734289,Prestigiosa firma legal busca abogado(a) con sólido criterio jurídico y capacidad para atender clientes corporativos de alto nivel. Procuraduría es una de las organizaciones líderes en su sector en Colombia.,fusiones; due diligence; derecho corporativo; resolución de problemas,https://empleos.procuraduría.com.co/oferta/1157,activa,derecho
vac_265,Ingeniero Industrial Procesos,Mineros S.A.,"Bogotá, Cundinamarca",hibrido,10087086,11890246,Empresa líder del sector industrial busca ingeniero(a) con sólida formación técnica y capacidad para liderar proyectos de alto impacto. Mineros S.A. es una de las organizaciones líderes en su sector en Colombia.,lean six sigma; mejora continua; kpi; trabajo en equipo; resolución de problemas,https://empleos.mineros-sa.com.co/oferta/4287,activa,ingenierias
vac_266,Reportero Junior,El Tiempo,"Medellín, Antioquia",hibrido,8371652,9123529,"Reconocido medio de comunicación busca profesional riguroso, ético y con buena pluma para producir contenido relevante y de calidad. El Tiempo es una de las organizaciones líderes en su sector en Colombia.",redacción; entrevistas; fact-checking; proactividad,https://empleos.el-tiempo.com.co/oferta/9787,activa,comunicacion
vac_267,Abogado Penal,Holland & Knight,"Bucaramanga, Santander",hibrido,4437842,6775643,Prestigiosa firma legal busca abogado(a) con sólido criterio jurídico y capacidad para atender clientes corporativos de alto nivel. Holland & Knight es una de las organizaciones líderes en su sector en Colombia.,código penal; ley 906; audiencias; resolución de problemas; trabajo en equipo,https://empleos.holland-and-knight.com.co/oferta/5919,activa,derecho
vac_268,Machine Learning Engineer,GeoVictoria,"Medellín, Antioquia",presencial,11195303,13391130,Buscamos un profesional apasionado por la tecnología que se sume a nuestro equipo de ingeniería para construir productos escalables y de alto impacto. GeoVictoria es una de las organizaciones líderes en su sector en Colombia.,python; pytorch; mlops; docker; aws; comunicación efectiva; orientación al detalle,https://empleos.geovictoria.com.co/oferta/9751,activa,tecnologia
vac_269,Trade Marketing,Leo Burnett,"Barranquilla, Atlántico",hibrido,9948866,11010019,Reconocida agencia / marca busca profesional creativo y data-driven para liderar estrategias de marketing y crecimiento digital. Leo Burnett es una de las organizaciones líderes en su sector en Colombia.,punto de venta; negociación; category management; resolución de problemas; comunicación efectiva,https://empleos.leo-burnett.com.co/oferta/3701,activa,marketing
vac_270,Business Partner HR,Aon,"Bogotá, Cundinamarca",remoto,7576269,10131238,Reconocida empresa busca profesional de Recursos Humanos con visión estratégica y foco en la experiencia del colaborador. Aon es una de las organizaciones líderes en su sector en Colombia.,consultoría interna; indicadores; negociación; comunicación efectiva; pensamiento crítico,https://empleos.aon.com.co/oferta/7633,activa,recursos_humanos
vac_271,Especialista en SEO,Alpina Marketing,"Medellín, Antioquia",presencial,5136018,5687860,Reconocida agencia / marca busca profesional creativo y data-driven para liderar estrategias de marketing y crecimiento digital. Alpina Marketing es una de las organizaciones líderes en su sector en Colombia.,seo on page; seo off page; ahrefs; semrush; proactividad,https://empleos.alpina-marketing.com.co/oferta/6542,activa,marketing
vac_272,Capacitador Corporativo,Argos HR,"Bogotá, Cundinamarca",presencial,6793998,7861288,Reconocida empresa busca profesional de Recursos Humanos con visión estratégica y foco en la experiencia del colaborador. Argos HR es una de las organizaciones líderes en su sector en Colombia.,facilitación; diseño instruccional; proactividad,https://empleos.argos-hr.com.co/oferta/3589,activa,recursos_humanos
vac_273,Data Engineer,GeoVictoria,"Bucaramanga, Santander",hibrido,8205969,10560521,Buscamos un profesional apasionado por la tecnología que se sume a nuestro equipo de ingeniería para construir productos escalables y de alto impacto. GeoVictoria es una de las organizaciones líderes en su sector en Colombia.,python; sql; airflow; spark; bigquery; proactividad; comunicación efectiva,https://empleos.geovictoria.com.co/oferta/2389,activa,tecnologia
vac_274,Fisioterapeuta,Colmédica,"Bogotá, Cundinamarca",presencial,5614445,6498951,Reconocida institución del sector salud busca profesional comprometido con el bienestar del paciente y los más altos estándares de calidad. Colmédica es una de las organizaciones líderes en su sector en Colombia.,rehabilitación; terapia manual; kinesiología; trabajo en equipo,https://empleos.colmédica.com.co/oferta/6464,activa,salud
vac_275,Investigador de Mercado,Y&R Colombia,"Bogotá, Cundinamarca",presencial,4271592,4863502,Reconocida agencia / marca busca profesional creativo y data-driven para liderar estrategias de marketing y crecimiento digital. Y&R Colombia es una de las organizaciones líderes en su sector en Colombia.,encuestas; spss; focus groups; trabajo en equipo,https://empleos.yandr-colombia.com.co/oferta/7006,cerrada,marketing
vac_276,Ingeniero Logístico,EPM,"Bucaramanga, Santander",hibrido,6676056,8936209,Empresa líder del sector industrial busca ingeniero(a) con sólida formación técnica y capacidad para liderar proyectos de alto impacto. EPM es una de las organizaciones líderes en su sector en Colombia.,wms; cadena de suministro; kpi; pensamiento crítico; proactividad,https://empleos.epm.com.co/oferta/6754,activa,ingenierias
vac_277,Subgerente Comercial Banca,Davivienda,"Pereira, Risaralda",presencial,11478365,12134805,Reconocida entidad financiera busca profesional con sólido perfil analítico y orientación al cliente para fortalecer nuestro equipo. Davivienda es una de las organizaciones líderes en su sector en Colombia.,liderazgo; metas; indicadores; pensamiento crítico,https://empleos.davivienda.com.co/oferta/3880,activa,economia_finanzas
vac_278,Abogado Litigante Civil,Cuberos Cortés Gutiérrez,"Cali, Valle del Cauca",hibrido,4040929,6424451,Prestigiosa firma legal busca abogado(a) con sólido criterio jurídico y capacidad para atender clientes corporativos de alto nivel. Cuberos Cortés Gutiérrez es una de las organizaciones líderes en su sector en Colombia.,litigios; audiencias; código general del proceso; orientación al detalle; pensamiento crítico,https://empleos.cuberos-cortés-gutiérrez.com.co/oferta/9755,activa,derecho
vac_279,Químico Farmacéutico,Clínica del Country,"Cali, Valle del Cauca",remoto,7321631,9481760,Reconocida institución del sector salud busca profesional comprometido con el bienestar del paciente y los más altos estándares de calidad. Clínica del Country es una de las organizaciones líderes en su sector en Colombia.,regulatorio; farmacovigilancia; GMP; orientación al detalle,https://empleos.clínica-del-country.com.co/oferta/9138,activa,salud
vac_280,Analista de Cobranzas,KPMG,"Medellín, Antioquia",remoto,13763258,15861936,Reconocida entidad financiera busca profesional con sólido perfil analítico y orientación al cliente para fortalecer nuestro equipo. KPMG es una de las organizaciones líderes en su sector en Colombia.,gestión de mora; negociación; siesa; proactividad; pensamiento crítico,https://empleos.kpmg.com.co/oferta/7688,inactiva,economia_finanzas
vac_281,Abogado Inmobiliario,Cardenas & Cardenas,"Medellín, Antioquia",hibrido,4237708,5976619,Prestigiosa firma legal busca abogado(a) con sólido criterio jurídico y capacidad para atender clientes corporativos de alto nivel. Cardenas & Cardenas es una de las organizaciones líderes en su sector en Colombia.,urbanismo; ley 388; contratos inmobiliarios; trabajo en equipo,https://empleos.cardenas-and-cardenas.com.co/oferta/5390,activa,derecho
vac_282,Growth Hacker,Falabella,"Bucaramanga, Santander",presencial,8969711,11712545,Reconocida agencia / marca busca profesional creativo y data-driven para liderar estrategias de marketing y crecimiento digital. Falabella es una de las organizaciones líderes en su sector en Colombia.,a/b testing; funnels; automatizaciones; proactividad,https://empleos.falabella.com.co/oferta/2771,activa,marketing
vac_283,Site Reliability Engineer,Pragma,Remoto - Colombia,remoto,10102442,12928612,Buscamos un profesional apasionado por la tecnología que se sume a nuestro equipo de ingeniería para construir productos escalables y de alto impacto. Pragma es una de las organizaciones líderes en su sector en Colombia.,kubernetes; prometheus; go; linux; comunicación efectiva,https://empleos.pragma.com.co/oferta/5333,activa,tecnologia
vac_284,Subgerente Comercial Banca,Deloitte,"Cali, Valle del Cauca",hibrido,6353123,7891263,Reconocida entidad financiera busca profesional con sólido perfil analítico y orientación al cliente para fortalecer nuestro equipo. Deloitte es una de las organizaciones líderes en su sector en Colombia.,liderazgo; metas; indicadores; resolución de problemas,https://empleos.deloitte.com.co/oferta/4088,activa,economia_finanzas
vac_285,DevOps Engineer,Endava,"Bogotá, Cundinamarca",presencial,10182000,12256151,Buscamos un profesional apasionado por la tecnología que se sume a nuestro equipo de ingeniería para construir productos escalables y de alto impacto. Endava es una de las organizaciones líderes en su sector en Colombia.,kubernetes; terraform; aws; ci/cd; linux; trabajo en equipo,https://empleos.endava.com.co/oferta/4978,activa,tecnologia
vac_286,Auxiliar de Vuelo,Avianca,"Barranquilla, Atlántico",hibrido,5349099,7781500,Reconocida cadena hotelera / turística busca profesional con vocación de servicio y excelencia para atender huéspedes nacionales e internacionales. Avianca es una de las organizaciones líderes en su sector en Colombia.,atención al pasajero; seguridad aérea; inglés; pensamiento crítico,https://empleos.avianca.com.co/oferta/2904,inactiva,hospitalidad_turismo
vac_287,Abogado de Familia,DLA Piper Martínez Beltrán,"Bogotá, Cundinamarca",presencial,11104216,13320249,Prestigiosa firma legal busca abogado(a) con sólido criterio jurídico y capacidad para atender clientes corporativos de alto nivel. DLA Piper Martínez Beltrán es una de las organizaciones líderes en su sector en Colombia.,derecho de familia; divorcios; custodia; proactividad; pensamiento crítico,https://empleos.dla-piper-martínez-beltrán.com.co/oferta/9006,activa,derecho
vac_288,Periodista Multiplataforma Junior,El Tiempo,Remoto - Colombia,presencial,5677705,6212115,"Reconocido medio de comunicación busca profesional riguroso, ético y con buena pluma para producir contenido relevante y de calidad. El Tiempo es una de las organizaciones líderes en su sector en Colombia.",redacción; investigación; edición video; pensamiento crítico,https://empleos.el-tiempo.com.co/oferta/4558,activa,comunicacion
vac_289,Practicante de Ingeniería,Davivienda,"Barranquilla, Atlántico",presencial,1850131,3230286,Programa de talento joven diseñado para que recién egresados y practicantes desarrollen su carrera en una empresa líder del país. Davivienda es una de las organizaciones líderes en su sector en Colombia.,excel; autocad; trabajo en equipo; trabajo en equipo,https://empleos.davivienda.com.co/oferta/9666,activa,trainees_practicas
vac_290,Mobile Developer Android,Endava,"Medellín, Antioquia",remoto,4578143,7000331,Buscamos un profesional apasionado por la tecnología que se sume a nuestro equipo de ingeniería para construir productos escalables y de alto impacto. Endava es una de las organizaciones líderes en su sector en Colombia.,kotlin; jetpack compose; android sdk; trabajo en equipo,https://empleos.endava.com.co/oferta/9808,inactiva,tecnologia
vac_291,Diseñador de Producto Físico,Frubana,"Medellín, Antioquia",presencial,4274466,5118288,"Estudio de diseño busca creativo con visión integral, capacidad de iterar rápido y obsesión por la calidad para proyectos digitales y físicos. Frubana es una de las organizaciones líderes en su sector en Colombia.",solidworks; keyshot; prototipos; orientación al detalle,https://empleos.frubana.com.co/oferta/4218,activa,diseno
vac_292,Supervisor de Obra,Postobón,Remoto - Colombia,presencial,5642486,7790648,Empresa líder del sector industrial busca ingeniero(a) con sólida formación técnica y capacidad para liderar proyectos de alto impacto. Postobón es una de las organizaciones líderes en su sector en Colombia.,lectura de planos; topografía; presupuestos; resolución de problemas; pensamiento crítico,https://empleos.postobón.com.co/oferta/5455,activa,ingenierias
vac_293,Chef de Cocina,GHL Hoteles,"Medellín, Antioquia",remoto,2930817,4350895,Reconocida cadena hotelera / turística busca profesional con vocación de servicio y excelencia para atender huéspedes nacionales e internacionales. GHL Hoteles es una de las organizaciones líderes en su sector en Colombia.,alta cocina; manejo de personal; costeo de menús; orientación al detalle,https://empleos.ghl-hoteles.com.co/oferta/3979,activa,hospitalidad_turismo
vac_294,Especialista en Email Marketing,MullenLowe SSP3,"Barranquilla, Atlántico",presencial,5279289,7338238,Reconocida agencia / marca busca profesional creativo y data-driven para liderar estrategias de marketing y crecimiento digital. MullenLowe SSP3 es una de las organizaciones líderes en su sector en Colombia.,mailchimp; hubspot; automatizaciones; pensamiento crítico; trabajo en equipo,https://empleos.mullenlowe-ssp3.com.co/oferta/8709,activa,marketing
vac_295,Frontend Engineer Semi-Senior,Globant,"Cali, Valle del Cauca",presencial,8160737,10805800,Buscamos un profesional apasionado por la tecnología que se sume a nuestro equipo de ingeniería para construir productos escalables y de alto impacto. Globant es una de las organizaciones líderes en su sector en Colombia.,react; typescript; tailwind; next.js; resolución de problemas,https://empleos.globant.com.co/oferta/1727,activa,tecnologia
vac_296,Odontólogo General,Sanitas,"Barranquilla, Atlántico",remoto,2270762,4001235,Reconocida institución del sector salud busca profesional comprometido con el bienestar del paciente y los más altos estándares de calidad. Sanitas es una de las organizaciones líderes en su sector en Colombia.,operatoria; endodoncia; ortodoncia básica; comunicación efectiva; proactividad,https://empleos.sanitas.com.co/oferta/9702,activa,salud
vac_297,Odontólogo General Senior,Cardioinfantil,"Cali, Valle del Cauca",hibrido,4752305,7380230,Reconocida institución del sector salud busca profesional comprometido con el bienestar del paciente y los más altos estándares de calidad. Cardioinfantil es una de las organizaciones líderes en su sector en Colombia.,operatoria; endodoncia; ortodoncia básica; trabajo en equipo; proactividad,https://empleos.cardioinfantil.com.co/oferta/7041,activa,salud
vac_298,Ingeniero Mecánico,Argos,"Bogotá, Cundinamarca",presencial,10958218,13290576,Empresa líder del sector industrial busca ingeniero(a) con sólida formación técnica y capacidad para liderar proyectos de alto impacto. Argos es una de las organizaciones líderes en su sector en Colombia.,solidworks; ansys; mantenimiento; proactividad; resolución de problemas,https://empleos.argos.com.co/oferta/3854,activa,ingenierias
vac_299,Coordinador de Convivencia,Externado,"Bucaramanga, Santander",presencial,6097539,8604644,"Reconocida institución educativa busca docente apasionado por la formación de nuevas generaciones, con visión innovadora y vocación pedagógica. Externado es una de las organizaciones líderes en su sector en Colombia.",resolución de conflictos; ley 1620; trabajo en equipo,https://empleos.externado.com.co/oferta/8498,activa,educacion
vac_300,Site Reliability Engineer,Perficient,"Manizales, Caldas",hibrido,5174795,5841983,Buscamos un profesional apasionado por la tecnología que se sume a nuestro equipo de ingeniería para construir productos escalables y de alto impacto. Perficient es una de las organizaciones líderes en su sector en Colombia.,kubernetes; prometheus; go; linux; orientación al detalle; resolución de problemas,https://empleos.perficient.com.co/oferta/1423,activa,tecnologia
vac_301,Psicopedagogo,Universidad de los Andes,"Manizales, Caldas",presencial,5132532,5744394,"Reconocida institución educativa busca docente apasionado por la formación de nuevas generaciones, con visión innovadora y vocación pedagógica. Universidad de los Andes es una de las organizaciones líderes en su sector en Colombia.",dificultades de aprendizaje; psicoeducación; orientación al detalle; resolución de problemas,https://empleos.universidad-de-los-andes.com.co/oferta/4862,activa,educacion
vac_302,Ingeniero de Producción,Ecopetrol,"Medellín, Antioquia",presencial,4797834,6226247,Empresa líder del sector industrial busca ingeniero(a) con sólida formación técnica y capacidad para liderar proyectos de alto impacto. Ecopetrol es una de las organizaciones líderes en su sector en Colombia.,producción; lean; indicadores; resolución de problemas,https://empleos.ecopetrol.com.co/oferta/7709,activa,ingenierias
vac_303,Químico Analítico,BASF,Remoto - Colombia,remoto,8731299,11318171,Reconocida institución de investigación busca científico apasionado por la generación de conocimiento y la publicación de resultados. BASF es una de las organizaciones líderes en su sector en Colombia.,cromatografía; hplc; espectrofotometría; orientación al detalle,https://empleos.basf.com.co/oferta/5638,activa,ciencias
vac_304,Director de Talento Humano,Aon,"Medellín, Antioquia",hibrido,4602495,5459342,Reconocida empresa busca profesional de Recursos Humanos con visión estratégica y foco en la experiencia del colaborador. Aon es una de las organizaciones líderes en su sector en Colombia.,liderazgo; estrategia hr; cultura; proactividad; comunicación efectiva,https://empleos.aon.com.co/oferta/3209,activa,recursos_humanos
vac_305,Ingeniero de Petróleos Senior,ISA,"Manizales, Caldas",presencial,3914130,5065969,Empresa líder del sector industrial busca ingeniero(a) con sólida formación técnica y capacidad para liderar proyectos de alto impacto. ISA es una de las organizaciones líderes en su sector en Colombia.,geomecánica; yacimientos; schlumberger; resolución de problemas; pensamiento crítico,https://empleos.isa.com.co/oferta/2978,activa,ingenierias
vac_306,Editor de Video,Federación Colombiana de Periodistas,"Bogotá, Cundinamarca",presencial,4727986,7225123,"Reconocido medio de comunicación busca profesional riguroso, ético y con buena pluma para producir contenido relevante y de calidad. Federación Colombiana de Periodistas es una de las organizaciones líderes en su sector en Colombia.",premiere; after effects; color grading; orientación al detalle; pensamiento crítico,https://empleos.federación-colombiana-de-periodistas.com.co/oferta/3213,activa,comunicacion
vac_307,Productor de Radio,Soho,"Bogotá, Cundinamarca",hibrido,3405725,5320834,"Reconocido medio de comunicación busca profesional riguroso, ético y con buena pluma para producir contenido relevante y de calidad. Soho es una de las organizaciones líderes en su sector en Colombia.",audio; guión; moderación; trabajo en equipo; proactividad,https://empleos.soho.com.co/oferta/3654,activa,comunicacion
vac_308,Arquitecto de Paisaje,Apiros,"Medellín, Antioquia",presencial,3162880,5807447,"Reconocido estudio de arquitectura busca profesional creativo, riguroso y apasionado por el diseño para sumarse a proyectos de alto impacto. Apiros es una de las organizaciones líderes en su sector en Colombia.",paisajismo; vegetación; drenajes; orientación al detalle,https://empleos.apiros.com.co/oferta/6353,activa,arquitectura
vac_309,Investigador Posdoctoral Senior,Bavaria I+D,Remoto - Colombia,remoto,7825587,10442575,Reconocida institución de investigación busca científico apasionado por la generación de conocimiento y la publicación de resultados. Bavaria I+D es una de las organizaciones líderes en su sector en Colombia.,publicaciones; phd; redacción científica; pensamiento crítico; comunicación efectiva,https://empleos.bavaria-i+d.com.co/oferta/3165,activa,ciencias
vac_310,Cloud Architect Senior,Perficient,"Bogotá, Cundinamarca",presencial,11851504,13671358,Buscamos un profesional apasionado por la tecnología que se sume a nuestro equipo de ingeniería para construir productos escalables y de alto impacto. Perficient es una de las organizaciones líderes en su sector en Colombia.,aws; azure; terraform; kubernetes; proactividad; pensamiento crítico,https://empleos.perficient.com.co/oferta/3340,inactiva,tecnologia
vac_311,Químico Analítico,INVIMA,"Medellín, Antioquia",presencial,8407682,10364438,Reconocida institución de investigación busca científico apasionado por la generación de conocimiento y la publicación de resultados. INVIMA es una de las organizaciones líderes en su sector en Colombia.,cromatografía; hplc; espectrofotometría; proactividad; comunicación efectiva,https://empleos.invima.com.co/oferta/1349,activa,ciencias
vac_312,Bibliotecólogo,Platzi,"Bogotá, Cundinamarca",presencial,3454261,6256112,"Reconocida institución educativa busca docente apasionado por la formación de nuevas generaciones, con visión innovadora y vocación pedagógica. Platzi es una de las organizaciones líderes en su sector en Colombia.",catalogación; bases de datos; alfabetización informacional; trabajo en equipo; resolución de problemas,https://empleos.platzi.com.co/oferta/4893,activa,educacion
